structureNumber,flowChartResult,randomForest,NDOTResult
C008002005,Yes,,No,
C008002005P,Yes,,No,
C008002010,Yes,,No,
C008002015,Yes,,No,
C008002020,Yes,,,
C008002105,Yes,,No,
C008002110,No,,No,
C008002113,Yes,,,
C008002115,Yes,,,
C008002120,No,,No,
C008002205P,Yes,,No,
C008002210,Yes,,,
C008002215,No,,No,
C008002305,No,,No,
C008002307,Yes,,,
C008002310,No,,No,
C008002505,No,,No,
C008002610,Yes,,,
C008002615,No,,No,
C008002620,Yes,,No,
C008002710,No,,No,
C008002715,Yes,,,
C008002725,Yes,,,
C008002905,Yes,,,
C008002905P,No,,No,
C008002910P,Yes,,No,
C008002920P,No,,No,
C008003002,Yes,,,
C008003005P,Yes,,No,
C008003010,Yes,,,
C008003115,Yes,,,
C008003205,No,,No,
C008003220,Yes,,,
C008003405,Yes,,,
C008003410,Yes,,,
C008003415,Yes,,No,
C008003505,Yes,Yes,No,
C008003605,Yes,,No,
C008003607,No,,No,
C008003615,Yes,,,
C008003705,Yes,,,
C008003710,Yes,,No,
C008003715,Yes,,,
C008003905,No,,No,
C008003905P,Yes,,No,
C008003910P,Yes,,,
C008003920,Yes,,,
C008004005,Yes,,No,
C008004010,Yes,,Yes,
C008004013,Yes,,,
C008004015,Yes,,No,
C008004110,Yes,,,
C008004205,Yes,,No,
C008004303P,No,,No,
C008004307P,Yes,,,
C008004410,No,,No,
C008004415,Yes,,No,
C008004505P,Yes,,No,
C008004715,Yes,,No,
C008004732,Yes,,No,
C008004805,Yes,,No,
C008005005,Yes,,No,
C008010615,Yes,,,
C008010620,Yes,,No,
C008010910,Yes,,No,
C008011030,Yes,,No,
C008011035,Yes,,No,
C008011105,Yes,,,
C008011110,Yes,,,
C008011120,No,,No,
C008011125,Yes,,,
C008011235,No,,No,
C008011330,Yes,,,
C008011415,Yes,,No,
C008011603,Yes,,,
C008011605,No,,No,
C008011610,Yes,,No,
C008012030,Yes,,,
C008012125,Yes,,No,
C008012320,Yes,,No,
C008012325,Yes,,,
C008012410,Yes,,,
C008012510,No,,No,
C008012515,Yes,,,
C008012720,Yes,,No,
C008013315,Yes,,,
C008013515,Yes,,,
C008013517,Yes,,,
C008013520,Yes,,,
C008013525,Yes,,,
C008013620,Yes,,,
C008013625,Yes,,No,
C008013710,Yes,,,
C008013720,Yes,,,
C008014020,No,,No,
C008014210,Yes,,No,
C008014307,Yes,,,
C008014310,Yes,,,
C008014313,Yes,,,
C008014605,Yes,,No,
C008014740,Yes,,No,
C008014745,Yes,,No,
C008020405,Yes,,No,
C008020625,Yes,,,
C008020630,Yes,,,
C008020705,Yes,,No,
C008021520,Yes,,,
C008021525,No,,No,
C008021535,Yes,,,
C008021915,Yes,,,
C008021920,No,,No,
C008021925,Yes,,No,
C008022725,Yes,,,
C008023110,Yes,,,
C008023325,Yes,,,
C008023330,Yes,,,
C008023335,Yes,,,
C008023805,Yes,,,
C008030510,No,,No,
C008033810,Yes,,,
C008033815,No,,No,
C008034515,No,,No,
C008044520,Yes,,,
C008044540,Yes,,No,
C008054105,Yes,,No,
C008100405,No,,No,
C008100605P,Yes,,No,
C008100610,Yes,,No,
C008101005P,No,,No,
C008101013P,No,,No,
C008101014P,No,,No,
C008101015P,No,,No,
C008101018P,No,,No,
C008101020P,No,,No,
C008101025P,No,,No,
C008102400P,No,,,
C008102405,No,,No,
C008109605,Yes,,,
C008111905,No,,No,
C008116705,No,,No,
C008117005,Yes,,No,
C008120505,No,,No,
C008122315,Yes,,No,
C008123905P,No,,No,
C008124905P,Yes,,No,
C008126305,No,,No,
C008126605,No,No,No,
C008132305P,Yes,,No,
C008142315,Yes,,,
C008200210P,Yes,No,No,
C008200215P,No,,No,
C008200305,Yes,,,
C008200405,Yes,,,
C008200505P,No,,No,
C008200510P,No,,No,
C008201105,Yes,,No,
C008201110,Yes,,No,
C008201310,No,,No,
C008201520,No,,No,
C008201705,Yes,,No,
C008201715P,No,,,
C008201835,No,,No,
C008201840,No,,Yes,
C008201910P,Yes,,,
C008202010,Yes,,No,
C008202105,No,,No,
C008202105P,Yes,,No,
C008202110,Yes,,,
C008202505,Yes,,,
C008202605,Yes,,No,
C008202805,No,,No,
C008203305,Yes,,No,
C008203405,Yes,,No,
C008203405P,Yes,,No,
C008204005,Yes,,No,
C008204010,No,,No,
C008204405,Yes,No,No,
C008204503,Yes,,,
C008204505,Yes,,,
C008204510,No,,No,
C008204920,No,,No,
C008210110,Yes,,No,
C008210905,No,,No,
C008211320,No,,No,
C008211610,No,,No,
C008211615,No,,No,
C008211625,No,,No,
C008212115,No,,No,
C008212707,No,,No,
C008213605P,Yes,,No,
C008213710,No,,No,
C008213715,No,,No,
C008213905,Yes,,No,
C008214110,Yes,,No,
C008214410,Yes,,No,
C008214415,No,,,
C008214515,No,,No,
C008214525,Yes,,No,
C008220505,Yes,,No,
C008220610,No,,No,
C008221715,Yes,,No,
C008222205,Yes,,,
C008222210,No,No,No,
C008222215,Yes,,,
C008222710,No,,No,
C008222810,No,,No,
C008223005,Yes,,No,
C008223415,No,,No,
C008224300,No,,,
C008224305,No,,No,
C008224310,Yes,No,No,
C008224315,Yes,,,
C008224320,No,,No,
C008224705,No,,No,
C008224710,No,,No,
C008224715,Yes,,,
C008224720,No,,No,
C008224820,Yes,,No,
C008232225,Yes,,No,
C008232905,No,,No,
C008233015,Yes,,No,
C008233025,No,,No,
C008242410,No,,No,
C008242415,Yes,,No,
C008243205,Yes,,No,
C008243210,No,,No,
C008243610,No,Yes,No,
C008243910,Yes,,,
C008243920,No,,No,
C008300205,Yes,,No,
C008300305,No,,No,
C008300605,No,,No,
C008301105,No,,No,
C008301205P,Yes,,Yes,
C008301510,No,,No,
C008302505P,Yes,,No,
C008302705P,No,,No,
C008302710P,No,,No,
C008302905,Yes,,,
C008303405,No,,No,
C008304705,No,Yes,Yes,
C008305603P,Yes,,,
C008307005P,Yes,,,
C008311710P,Yes,,,
C008313910,No,,No,
C008315305,Yes,,No,
C008315745,No,,No,
C008321805P,No,,No,
C008325310,Yes,,No,
C008325605,No,,No,
C008345515,Yes,,No,
C008400105P,Yes,,,
C008400205,Yes,,,
C008400305,Yes,,No,
C008400305P,Yes,,No,
C008400307,Yes,,,
C008400310,Yes,,No,
C008400315,Yes,,,
C008400405,Yes,,No,
C008400415,No,,No,
C008400425,Yes,,No,
C008400435,Yes,,No,
C008400505,Yes,,,
C008400510,Yes,,No,
C008400515,Yes,,No,
C008400520,No,,No,
C008400605,Yes,,No,
C008400615,No,,No,
C008400705,Yes,,No,
C008400710,Yes,,No,
C008400905,Yes,,No,
C008400910,Yes,,No,
C008400920,Yes,,No,
C008401005,Yes,,,
C008401007,Yes,,,
C008401010,Yes,,,
C008401105,No,,No,
C008401105P,Yes,No,No,
C008401110,No,,No,
C008401115P,No,,No,
C008401405,Yes,,,
C008401410,Yes,,No,
C008401515,Yes,,No,
C008401605P,Yes,,No,
C008401720,Yes,,No,
C008401910,Yes,,No,
C008401915,Yes,,,
C008402105,Yes,,,
C008402115,Yes,,No,
C008402205,Yes,,Yes,
C008402305,Yes,,,
C008402305P,Yes,,No,
C008402405,Yes,,No,
C008402410,Yes,,No,
C008402505,Yes,,No,
C008402510,No,No,No,
C008402515,Yes,,,
C008402525,No,,No,
C008402535,Yes,,No,
C008402605,Yes,,No,
C008402705,Yes,,,
C008402730,Yes,,,
C008402735,Yes,,,
C008402740,Yes,No,No,
C008402805P,No,,No,
C008402910,Yes,,,
C008402915,Yes,,,
C008402920,Yes,,No,
C008402925,Yes,,No,
C008403205P,Yes,,Yes,
C008403375,No,No,No,
C008403380,No,,No,
C008403405P,Yes,Yes,No,
C008403410,Yes,,,
C008403415,Yes,,,
C008403420,Yes,,,
C008403510,Yes,,,
C008403515,Yes,,No,
C008403520,Yes,,No,
C008403530,Yes,,,
C008403535,Yes,,No,
C008403540,Yes,,,
C008403605,Yes,,,
C008403605P,Yes,,No,
C008403610,No,,No,
C008403625,Yes,,No,
C008403630,Yes,,No,
C008403730,Yes,,No,
C008403745,Yes,,,
C008403750,Yes,,,
C008403755,Yes,,No,
C008404005,Yes,,,
C008404010,Yes,,,
C008404015,Yes,,No,
C008404020,Yes,Yes,No,
C008404035,Yes,,No,
C008404215,Yes,,No,
C008404220,Yes,,,
C008404225,Yes,,No,
C008404230,Yes,,No,
C008404405,No,,No,
C008404410,Yes,,,
C008404605,No,,No,
C008404610,Yes,,No,
C008404805,Yes,,,
C008410110,Yes,,,
C008410115,Yes,,No,
C008410120,No,,No,
C008410130,Yes,,No,
C008410135,Yes,No,No,
C008410320,Yes,,No,
C008410330,No,,,
C008410635,Yes,,,
C008411115,Yes,,Yes,
C008411120,No,,No,
C008411215P,Yes,,No,
C008411315,Yes,,No,
C008411425,No,,No,
C008411430,Yes,,No,
C008411605,Yes,,,
C008411610,Yes,,No,
C008411615,Yes,,No,
C008411620,Yes,,No,
C008411635P,Yes,,No,
C008411805,Yes,,,
C008411810,Yes,,Yes,
C008411927,Yes,,,
C008411930,Yes,,No,
C008412005,Yes,,No,
C008412010,Yes,,No,
C008412015,Yes,Yes,No,
C008412130,Yes,,,
C008412140,Yes,,No,
C008412145,Yes,,No,
C008412150,Yes,,No,
C008412310,Yes,,No,
C008412315,No,,No,
C008412320,Yes,,No,
C008412540,No,No,No,
C008412550,No,,No,
C008412610,No,,No,
C008412755,No,,No,
C008412760,Yes,No,No,
C008412810,Yes,Yes,No,
C008413107,Yes,,No,
C008413112,Yes,,No,
C008413205,Yes,,No,
C008413210P,Yes,,,
C008413215P,Yes,,,
C008413545,Yes,,,
C008413550,Yes,,,
C008414245,No,,,
C008414615,Yes,,,
C008414620,No,,No,
C008414635,Yes,,Yes,
C008414640,No,,,
C008414823,Yes,,No,
C008414825,Yes,,No,
C008414830,Yes,,No,
C008415050,Yes,,,
C008420140,Yes,,No,
C008420535,Yes,,No,
C008420715,Yes,,Yes,
C008420725,Yes,,No,
C008420735,Yes,,,
C008420810,No,,No,
C008420815,Yes,,No,
C008420820,Yes,,,
C008420825,Yes,,No,
C008420830,Yes,Yes,No,
C008420935,Yes,,,
C008420940,Yes,,,
C008422020,Yes,,No,
C008422425,Yes,,No,
C008422430,Yes,,No,
C008422615,No,,No,
C008422815,Yes,,No,
C008422820,No,,No,
C008422930,Yes,,,
C008422935,Yes,,No,
C008424415,Yes,,,
C008424420,Yes,,No,
C008424425,Yes,,No,
C008424435,Yes,,,
C008424440,Yes,Yes,Yes,
C008424835,Yes,,No,
C008424845,Yes,,No,
C008430330,Yes,,No,
C008430335,Yes,,No,
C008431520,No,,No,
C008433005,No,Yes,No,
C008433010,Yes,,,
C008442025,No,,No,
C008442030,Yes,,,
C008443015,Yes,,,
C008443020,Yes,,,
C008443030,Yes,,,
C008443040,Yes,,,
C008500105,Yes,,No,
C008500110,No,,Yes,
C008500130,No,,No,
C008500305,Yes,,No,
C008500310,Yes,,,
C008500315,Yes,,,
C008500320,No,,No,
C008500325,Yes,,No,
C008500330,Yes,,No,
C008500335,Yes,,No,
C008500405,Yes,,No,
C008500410,Yes,,No,
C008500505,Yes,,No,
C008500507,Yes,,,
C008500510,Yes,,No,
C008500515,No,,No,
C008500605,Yes,,No,
C008500610,Yes,,,
C008500705,Yes,,No,
C008500710,No,,No,
C008500715,Yes,,,
C008500720,Yes,,No,
C008500725,No,,No,
C008500730,No,,Yes,
C008500735,No,,No,
C008500805P,Yes,No,No,
C008500905,No,,Yes,
C008500910,No,,Yes,
C008500920,Yes,,,
C008500925,Yes,,,
C008501105,Yes,,,
C008501110,Yes,,No,
C008501115,Yes,,No,
C008501205,Yes,,No,
C008501305,Yes,,No,
C008501405,Yes,,No,
C008501405P,No,,No,
C008501410P,Yes,,No,
C008501420P,No,,No,
C008501425P,No,,No,
C008501505P,Yes,,No,
C008501510P,Yes,,No,
C008501605,Yes,,,
C008501703,Yes,,No,
C008501705,Yes,,No,
C008501710,No,,No,
C008501715,No,,No,
C008501720,Yes,,No,
C008501725,Yes,,No,
C008501805,Yes,,No,
C008501810,Yes,,No,
C008501820,Yes,,No,
C008501905,No,,No,
C008502110,Yes,,No,
C008502505,Yes,,No,
C008502510,Yes,,No,
C008502603,Yes,,No,
C008502705,No,,No,
C008502710,Yes,,No,
C008502715,Yes,,,
C008502720,Yes,,,
C008502805,Yes,,,
C008502810P,Yes,,No,
C008502905,Yes,,No,
C008503005P,Yes,,No,
C008503105,Yes,,,
C008503110,Yes,,No,
C008503205,No,No,No,
C008503210,Yes,No,No,
C008503215,Yes,,No,
C008503225,Yes,,No,
C008503305P,Yes,,No,
C008503505,No,,No,
C008503605,No,,No,
C008503805,Yes,,No,
C008503810,No,,No,
C008503815,Yes,,No,
C008503820,Yes,,No,
C008503825,Yes,,No,
C008503905,Yes,,No,
C008503910,No,,No,
C008503915,No,,No,
C008503917,No,,No,
C008504025,No,,,
C008504105,No,,No,
C008504110,Yes,,No,
C008504120,Yes,,No,
C008504125,Yes,,,
C008504130,Yes,,No,
C008504135,Yes,,,
C008504140,Yes,,No,
C008504145,Yes,,No,
C008504150,Yes,,No,
C008504155,Yes,,,
C008504305,Yes,,No,
C008504310,Yes,No,No,
C008504405,No,,No,
C008504410,Yes,,No,
C008504415,Yes,No,No,
C008504605,Yes,,No,
C008504805P,Yes,,No,
C008504830,Yes,,No,
C008504835,Yes,,No,
C008504905,No,,No,
C008505005,No,,,
C008510215,No,,Yes,
C008510225,Yes,,No,
C008510930,Yes,,No,
C008510935,Yes,,No,
C008511010,Yes,,No,
C008511320,Yes,,No,
C008511505,Yes,,No,
C008511510,Yes,,No,
C008511515,Yes,,No,
C008511610,No,No,No,
C008511730,Yes,No,No,
C008511907,Yes,,,
C008511910,Yes,,No,
C008511920,Yes,,No,
C008511925,Yes,,No,
C008511930,Yes,,No,
C008511935,Yes,No,No,
C008511940,Yes,,No,
C008512405,Yes,,No,
C008512515,Yes,,No,
C008512520,No,,No,
C008512810,Yes,,,
C008512815,Yes,,No,
C008512910,Yes,,,
C008513120,No,,No,
C008513125,Yes,,No,
C008513405,Yes,,No,
C008514205,No,,No,
C008514320,Yes,,No,
C008514325,Yes,,,
C008514330,No,,No,
C008514335,Yes,,Yes,
C008514505,No,,No,
C008514505P,Yes,,No,
C008514710,Yes,,No,
C008521610,Yes,,,
C008521735,Yes,,No,
C008522015,Yes,,,
C008522310,Yes,,No,
C008522315,No,,No,
C008523410,Yes,,No,
C008523510,Yes,Yes,Yes,
C008523515,No,,No,
C008523610,Yes,,No,
C008523710,No,,No,
C008523930,Yes,,No,
C008524005,No,,No,
C008524510,Yes,,No,
C008530425,Yes,,No,
C008532915,Yes,,No,
C008532920,Yes,,No,
C008533310,Yes,,No,
C008533615,Yes,,No,
C008533620,Yes,,,
C008533625,No,,No,
C008533715,Yes,,No,
C008534230,No,,No,
C008534235,No,,No,
C008534515,Yes,,No,
C008544015,Yes,,No,
C008544020,Yes,,No,
C008544210,Yes,No,No,
C008600305,Yes,,No,
C008600325,Yes,,,
C008600805P,No,,No,
C008602105P,Yes,,No,
C008602305,Yes,,No,
C008602905P,No,,No,
C008603105P,Yes,,No,
C008603505P,No,,No,
C008604205P,Yes,,Yes,
C008615905,No,,No,
C008700105,No,,No,
C008700110,Yes,,No,
C008700305,No,,No,
C008700310,No,,No,
C008700405,No,,No,
C008700410,No,,Yes,
C008700415,No,,No,
C008700420,Yes,,No,
C008700505P,Yes,,No,
C008700510,No,,No,
C008700605,Yes,,,
C008700605P,Yes,,No,
C008700610,Yes,,Yes,
C008700620,Yes,,No,
C008700625,Yes,,No,
C008700630,Yes,,Yes,
C008700705,Yes,,No,
C008700710,Yes,,Yes,
C008700805,Yes,No,No,
C008700805P,No,,No,
C008700810,Yes,,Yes,
C008700812,Yes,,,
C008700813,Yes,,No,
C008700815,Yes,,No,
C008700905,Yes,Yes,No,
C008700908,Yes,,No,
C008701005P,Yes,,No,
C008701105P,No,,No,
C008701305P,No,,No,
C008701505,No,,No,
C008701605,Yes,,No,
C008701705,No,,No,
C008701710,Yes,,No,
C008701715,No,,No,
C008701905,Yes,,No,
C008702015,Yes,,No,
C008702105,Yes,,No,
C008702110,Yes,,No,
C008702120,Yes,,No,
C008702205,Yes,,No,
C008702305P,Yes,Yes,No,
C008702315,Yes,,No,
C008702505,No,,No,
C008702505P,Yes,,No,
C008702605,Yes,,No,
C008702610,No,,No,
C008702705,Yes,,,
C008702715,Yes,,,
C008702725,Yes,,No,
C008702805,Yes,,No,
C008702920,No,,,
C008703005,No,,No,
C008703105,Yes,,No,
C008703105P,Yes,,No,
C008703205,Yes,,No,
C008703305P,Yes,,No,
C008703405,Yes,,No,
C008703415,Yes,,,
C008703420,No,No,No,
C008703425,Yes,,Yes,
C008703605,No,,No,
C008703610,Yes,,Yes,
C008703615,Yes,,No,
C008703705,Yes,,Yes,
C008703705P,Yes,,Yes,
C008704905,Yes,,No,
C008710425,No,No,No,
C008710635,Yes,,No,
C008710810P,No,,No,
C008710920,Yes,,No,
C008711205,No,Yes,No,
C008711305,No,,No,
C008711310P,No,,No,
C008711410P,No,,No,
C008711415,Yes,,No,
C008711425,Yes,,No,
C008711610,Yes,No,No,
C008711615,Yes,,No,
C008711620,No,,Yes,
C008711625,Yes,No,No,
C008711805,Yes,,No,
C008711810,No,,No,
C008712125,Yes,,No,
C008712210,Yes,,,
C008712215,Yes,No,No,
C008712430,Yes,,No,
C008712615,No,,No,
C008712620,Yes,,No,
C008712625,No,,No,
C008712810,Yes,Yes,No,
C008713210,No,No,No,
C008713505,No,,No,
C008713510,No,,No,
C008713515P,Yes,,No,
C008713710P,Yes,,No,
C008713715,No,,No,
C008713735,Yes,,,
C008713745,No,,,
C008720820,Yes,,No,
C008721310,Yes,,,
C008721430,Yes,,No,
C008722020,No,,No,
C008722025,Yes,,Yes,
C008722630,No,,No,
C008722635,Yes,No,No,
C008722915,No,,No,
C008723310,Yes,,No,
C008723725,No,,Yes,
C008731005,Yes,,No,
C008731010,Yes,,Yes,
C008731015,Yes,,No,
C008732030,Yes,,No,
C008733520,Yes,,No,
C008800735P,No,,No,
C008801405P,Yes,,,
C008801505,Yes,,No,
C008801705,Yes,,No,
C008801805,No,,No,
C008801805P,Yes,,,
C008801810P,Yes,,,
C008801820,Yes,,No,
C008801905P,Yes,,No,
C008801910P,Yes,,No,
C008802003,No,,No,
C008802005P,Yes,,Yes,
C008802010,Yes,,,
C008802015,Yes,Yes,No,
C008802015P,Yes,,No,
C008802017,Yes,,No,
C008802040,No,,No,
C008802045,Yes,,No,
C008802220,Yes,,No,
C008802415,Yes,,No,
C008802703,Yes,,No,
C008802710,Yes,,No,
C008802813,Yes,,,
C008802905P,Yes,,No,
C008802907,Yes,,No,
C008802910,Yes,,,
C008803105,Yes,,No,
C008803105P,Yes,,No,
C008803205P,No,,No,
C008803325,Yes,,No,
C008803505,Yes,,No,
C008803710P,Yes,,No,
C008803805,Yes,,No,
C008804005,Yes,,,
C008804010,No,No,No,
C008804103,Yes,,No,
C008804110,Yes,,No,
C008804120,Yes,,No,
C008804405,Yes,,,
C008804405P,Yes,,No,
C008804525P,No,,No,
C008804605P,Yes,,No,
C008804905,Yes,,No,
C008810405,No,,No,
C008810805P,No,,No,
C008810815P,Yes,,No,
C008810910,Yes,,No,
C008811115,No,,No,
C008811310P,Yes,,No,
C008811320,No,,No,
C008811510,Yes,,No,
C008811605,No,,No,
C008811915P,Yes,No,No,
C008812105P,Yes,,No,
C008812220,Yes,,No,
C008812310,No,,No,
C008812410,Yes,,No,
C008812603,Yes,,No,
C008812605,Yes,,,
C008812720,Yes,,No,
C008812810,Yes,,No,
C008812815,Yes,,No,
C008813003,Yes,,No,
C008813005,Yes,,,
C008814210,Yes,,No,
C008814413,No,,No,
C008814710,Yes,,No,
C008820825P,Yes,,,
C008820925,Yes,,No,
C008821110,No,,No,
C008821325P,Yes,,,
C008822105,Yes,,No,
C008823115,No,No,No,
C008823120,Yes,,No,
C008823205,No,,No,
C008823610,No,,No,
C008823615,Yes,,,
C008823815,No,,No,
C008824715,Yes,,No,
C008824720,Yes,,No,
C008831135,Yes,,,
C008833415,Yes,,No,
C008833620,Yes,,No,
C008833720,Yes,,,
C008833725,Yes,,No,
C008844820,No,,No,
C008900205,Yes,,No,
C008900205P,Yes,,,
C008900210,Yes,,No,
C008900403P,Yes,,No,
C008900405,Yes,,No,
C008900405P,Yes,,,
C008900605,Yes,,No,
C008900610,Yes,,No,
C008900710,Yes,,No,
C008900713,Yes,,,
C008900715,Yes,,No,
C008900725,Yes,,,
C008900805,Yes,,No,
C008901005P,Yes,,No,
C008901010P,Yes,,,
C008901105,Yes,,No,
C008901105P,Yes,,No,
C008901115,Yes,,No,
C008901120,Yes,,No,
C008901125,Yes,,No,
C008901130,No,,No,
C008901320,No,,No,
C008901410,No,,No,
C008901505P,Yes,,,
C008901510,Yes,,No,
C008901605,Yes,,,
C008901610,No,,No,
C008901710P,Yes,,No,
C008901805,Yes,,No,
C008901905P,Yes,,,
C008902010,Yes,,No,
C008902015,Yes,,No,
C008902020,Yes,,No,
C008902035,Yes,,No,
C008902110,No,,,
C008902115,No,No,No,
C008902120,Yes,,No,
C008902120P,No,,,
C008902125,No,,No,
C008902130,No,,No,
C008902135,Yes,No,No,
C008902140,Yes,No,No,
C008902155,Yes,,,
C008902305,No,No,No,
C008902403,Yes,,No,
C008902410,Yes,,No,
C008902420,Yes,,,
C008902425,Yes,,No,
C008902430,Yes,,No,
C008902435,Yes,,,
C008902505P,No,,No,
C008902510,Yes,,,
C008902605,Yes,,No,
C008902610,Yes,No,No,
C008902615,Yes,,No,
C008902620,Yes,,No,
C008902625,Yes,,No,
C008902705,Yes,,No,
C008902805,Yes,No,No,
C008902805P,Yes,,,
C008902810,Yes,,No,
C008902815,No,,No,
C008902910,No,,No,
C008903005P,Yes,No,No,
C008903105,Yes,,No,
C008903205P,Yes,,No,
C008903310P,No,,No,
C008903415,Yes,,No,
C008904010,Yes,,No,
C008904020,No,,No,
C008904205,Yes,,No,
C008904305P,No,,No,
C008905105P,Yes,,No,
C008910310,Yes,,,
C008910320,Yes,,No,
C008910510,Yes,,No,
C008910905,Yes,,No,
C008910910,Yes,,No,
C008911605P,Yes,,,
C008911805,Yes,,,
C008911805P,Yes,,No,
C008911815,Yes,,No,
C008912040,Yes,,No,
C008913005,Yes,,No,
C008913010,No,,Yes,
C008913605,Yes,,No,
C008913905,No,No,No,
C008913910,Yes,,No,
C008914110,Yes,,,
C008914210,Yes,No,No,
C008914215,Yes,,No,
C008914220,Yes,,No,
C008914225,No,No,No,
C008914230,Yes,No,No,
C008920810,Yes,,,
C008921013P,Yes,,,
C008921135,Yes,No,No,
C008921730P,Yes,,,
C008921910P,Yes,,,
C008922605P,Yes,,,
C008922920,Yes,,No,
C008923125,Yes,,No,
C008923605P,Yes,,No,
C008923615,Yes,No,No,
C008923710,No,,No,
C008931015P,Yes,,,
C008931920,Yes,,,
C008932515,No,No,No,
C008933810,Yes,,No,
C009000110,No,,No,
C009000125,Yes,,,
C009000205P,Yes,,,
C009000305,Yes,,No,
C009000310,Yes,,No,
C009000315,No,,No,
C009000320,No,,No,
C009000325,No,,No,
C009000330,Yes,,,
C009000335,Yes,,,
C009000415,Yes,,,
C009000420,Yes,,No,
C009000425,Yes,,No,
C009000435,Yes,,,
C009000440,Yes,,No,
C009000445,No,,No,
C009000505,No,,No,
C009000510,Yes,,,
C009000602,Yes,,,
C009000605,No,,No,
C009000610,No,,No,
C009000625,Yes,,,
C009000910,Yes,,,
C009000912,Yes,,,
C009000913,Yes,Yes,No,
C009000915,Yes,,,
C009000925,No,,No,
C009000930,Yes,,,
C009001010,No,,No,
C009001015,No,,No,
C009001025,Yes,,No,
C009001105,No,,No,
C009001110,Yes,,No,
C009001115,No,,No,
C009001125,No,,No,
C009001130,Yes,,No,
C009001135,No,,No,
C009001140,Yes,,No,
C009001205,Yes,,No,
C009001205P,Yes,,No,
C009001210,No,,No,
C009001220,Yes,,No,
C009001225,Yes,,No,
C009001310,Yes,,,
C009001320,No,,No,
C009001335,No,,No,
C009001340,No,,No,
C009001343,No,,No,
C009001345,No,,No,
C009001350,Yes,,No,
C009001410,No,,No,
C009001420,Yes,,No,
C009001430,Yes,,No,
C009001431,Yes,,,
C009001505,Yes,,,
C009001510,Yes,,,
C009001515,No,,No,
C009001520,Yes,,No,
C009001525,Yes,,No,
C009001535,No,,No,
C009001540,No,,No,
C009001545,No,,No,
C009001550,No,,No,
C009001603,Yes,,No,
C009001605,No,,No,
C009001710,No,,No,
C009001715,No,,No,
C009001720,Yes,,,
C009001725,Yes,,,
C009001735,No,,No,
C009001737,Yes,,No,
C009001740,Yes,,No,
C009001805P,Yes,,Yes,
C009001905,Yes,,Yes,
C009002105,No,,No,
C009002110,Yes,,No,
C009002115,No,,No,
C009002215,Yes,,,
C009002220,No,,No,
C009002225,No,,No,
C009002505,Yes,,,
C009002510,No,,No,
C009002515,No,,No,
C009002525,Yes,,No,
C009002535,No,,No,
C009002540,No,,No,
C009002605,No,,No,
C009002610,Yes,,No,
C009002618,Yes,,Yes,
C009002620,No,,No,
C009002700,Yes,,,
C009002705,Yes,No,No,
C009002710,No,,No,
C009002810,Yes,,No,
C009002815,Yes,,,
C009002820,Yes,,No,
C009002905,Yes,,No,
C009002910,No,,No,
C009002915,No,,No,
C009002920,Yes,,,
C009002925,No,,No,
C009002930,Yes,,No,
C009003005,Yes,,,
C009003010,Yes,,No,
C009003015,No,,No,
C009003018,Yes,,,
C009003019,Yes,,,
C009003020,Yes,,,
C009003025,Yes,,,
C009003030,Yes,,,
C009003035,No,,Yes,
C009003105,No,,Yes,
C009003110,Yes,,,
C009003120,No,,Yes,
C009003125,No,,No,
C009003130,Yes,,,
C009003135,Yes,,No,
C009003140,Yes,,,
C009003210,Yes,,,
C009003220,Yes,,,
C009003305,Yes,,,
C009003307,Yes,,,
C009003310,Yes,,Yes,
C009003315,No,,No,
C009003320,Yes,,Yes,
C009003505,No,,No,
C009003510,Yes,,No,
C009003515,Yes,,No,
C009003520,Yes,,No,
C009003525,Yes,,,
C009003535,No,,No,
C009003550,Yes,,,
C009003905,Yes,,,
C009003910,Yes,,,
C009003915,Yes,,,
C009003920,No,,No,
C009003925,Yes,No,No,
C009004105,Yes,,,
C009004110,No,,No,
C009004115,No,,No,
C009004120,No,,No,
C009004305,Yes,,No,
C009004310,Yes,,No,
C009004315,Yes,,Yes,
C009004320,No,,No,
C009004325,Yes,,,
C009004330,Yes,Yes,No,
